"Ii","E.Ii","Var.Ii","Z.Ii","Pr(z != E(Ii))"
16.5089914248445,-0.377868488322593,22.0827473420199,3.59353888709497,0.000326216936412842
17.5830931805568,-0.446835723193493,26.2284464868011,3.52052741155928,0.000430689473680448
25.8780457775881,-0.795753700208945,42.4928699878011,4.09191731843822,4.27821200359007e-05
7.42798330730354,-0.0529733775148403,2.93429720540167,4.36722020082099,1.25837844705337e-05
6.51330730820713,-0.0438327005780503,2.51830645175201,4.1319986200808,3.59622580463988e-05
10.0975249602046,-0.100354603057937,5.54121317467005,4.3321895416834,1.47633757810973e-05
17.9265966156496,-0.428558446776539,24.590576368032,3.70146548160246,0.000214357821374992
18.5184315153465,-0.46227669775375,26.0798361577916,3.71672118880534,0.000201824953469609
7.10282849869453,-0.210158678367117,10.2803895896858,2.28081481534372,0.022559407322703
0.00624336884203602,-1.24096357708265e-07,6.00407374348833e-06,2.5480304635217,0.0108333010496497
0.734077339984661,-0.0023593503859978,0.118994370049259,2.13487381492556,0.0327713187424746
5.62044060743139,-0.0706027801812002,3.54871545523352,3.02103883182713,0.00251909051223769
4.12060445982183,-0.0420186676044434,2.15794265185766,2.83365610889505,0.00460188248418106
12.6312208163815,-0.326676844572874,16.2088158957525,3.21853992599121,0.00128845031898343
6.38266182669616,-0.257141204084986,11.52718717066,1.95566076877009,0.0505051291089047
4.9839257890692,-0.193908284955202,8.90994179549283,1.73464534763208,0.082803642071771
8.39553043115685,-0.681739564655575,30.0367402762986,1.65626129778605,0.0976689145017106
0.836083525453569,-0.00324434026346893,0.150268975383244,2.1651948197468,0.0303727688909406
-5.31417132541876,-0.0996187776913802,4.59553879027688,-2.4324774905499,0.0149959235741092
6.96454124037627,-0.232926210023181,10.4518905554661,2.22629280519012,0.025994575091908
7.08415337265593,-0.0621425369690516,3.25121991408077,3.96330798310702,7.39183210735012e-05
4.86087825975238,-0.0475620270031109,2.44191740190605,3.14107298093042,0.00168330080577545
10.2967910334334,-0.273777707830801,13.8884502741335,2.83642601984872,0.00456215463506823
9.4885115393051,-0.148512284929126,7.58426571368022,3.49934017332691,0.000466411127443584
-1.91145811884273,-0.00345542972514323,0.184929524058453,-4.43686134049836,9.1280049592467e-06
16.2853795203224,-0.279484168759209,14.9819733100816,4.27960175487331,1.87228024938625e-05
5.47446529299746,-0.157748530188725,10.13896443015,1.76881468192657,0.0769248057965715
1.06295792005416,-0.0228142470937779,1.42851505326582,0.90844009510859,0.363645750145393
3.32820120307151,-0.344632116730212,20.9127232817987,0.803148632500753,0.421888831346379
1.94945777554599,-0.156444701345303,9.6316966628734,0.678557815659159,0.497418079171159
-0.855314616973991,-0.00292313461457922,0.171477441089844,-2.05842763749698,0.0395491009807488
10.9163463261581,-0.174205338352787,9.5713030734715,3.58482215662049,0.000337307973987801
16.1816237839427,-0.415286415713859,22.4459121178694,3.50314904395557,0.000459792112561767
8.4040322283853,-0.111703717515448,5.60299738251581,3.59759256211748,0.000321176213353863
9.20448762920016,-0.157125508365117,7.70575823597284,3.37243044014173,0.000745079043302688
21.7707890699124,-0.893018566559703,43.0336101885587,3.45484831609012,0.000550602494003211
14.5955212310077,-0.315306012848349,16.5650994684501,3.66357185978146,0.00024872239544794
5.74409622601036,-0.0407201061703395,2.21598699533893,3.88602840692837,0.000101897588096223
7.98617438010452,-0.108936158882208,5.57486049703931,3.42851284822997,0.000606897808329633
18.3487576366553,-0.962896346974463,43.6870959522856,2.92174885909504,0.0034807208095533
1.29339933165036,-0.00321606870334909,0.15557822456972,3.2872805491194,0.00101159999086149
22.5203635732801,-1.15009286554626,53.7158507696261,3.22964957773,0.00123942028680394
20.2179242498648,-0.949143111901791,41.3584305082802,3.29138486010573,0.000996954186843867
7.95497595354836,-0.183056424054148,8.41514108282658,2.80536072542968,0.00502602967690668
6.94770252164273,-0.43604206391467,18.1169429938389,1.73473925643772,0.0827869996641232
-12.4412642046781,-0.542896066138185,21.4012539991481,-2.57198120883761,0.0101118380014502
-0.607284295867637,-0.00365199756786545,0.150357433402238,-1.55671825229222,0.119537393208672
8.45497700946808,-0.153643729236751,6.76080486397709,3.31081088521909,0.00093026054486399
-0.822913593377066,-0.00201574747347083,0.0850702759849841,-2.81449314465895,0.00488542196411634
-2.17173361055871,-0.155107212210448,6.66758129535026,-0.780982474296936,0.434812802535507
0.140517459622202,-0.0846056231843763,3.81916823638575,0.115195531386244,0.908290140536169
0.0678866631748225,-0.11406829699065,5.02704755519763,0.0811535275503956,0.935319857197503
-0.301448085700101,-0.00110584761077611,0.045533165252532,-1.40751325028517,0.159275250978932
-4.2502653484455,-0.180743176750372,7.3959813810817,-1.49639247087198,0.134551410431958
3.63261978818935,-0.281160402417108,11.7474648502742,1.14189022074611,0.253499654039921
1.16881911569357,-0.0185016973978527,0.856403209520142,1.28300673956719,0.199489714911158
-13.8095576328154,-2.03556506000567,86.2969451157189,-1.26743602302115,0.204999426028679
1.41541698794275,-0.234510746749168,10.5223188267271,0.508638458675927,0.611005666491534
4.98813417779906,-0.283179006210888,12.9630718556578,1.46408016004705,0.143172047458618
-0.749898780435001,-0.00516326623842234,0.324013491572766,-1.30833969315371,0.190758117643214
0.949767250659971,-0.0274735266633661,1.69171433051059,0.751342691663678,0.452446442592983
0.998814635937333,-0.0838381840283882,4.96748155593186,0.485759250511447,0.627137869089031
0.847157121127612,-0.0340669008856831,2.06201458771944,0.613677867720526,0.539428216394628
1.10393365687326,-0.164753023972535,9.68939465434029,0.407573611641735,0.683586740946135
-1.65874584660791,-0.0152632150531809,0.894452455231131,-1.7377467643115,0.0822554447152552
0.561662471506634,-0.0157230124298121,0.937414505145379,0.596348356102574,0.550942533236811
0.833954176559154,-0.39395930581755,22.6792708865941,0.25784174026719,0.796529049263476
-3.65409626039323,-0.123312548177732,7.04117646577818,-1.33060300563926,0.183319673006153
-1.2041071927829,-0.00886712107539151,0.50171755934282,-1.68742894505106,0.0915209020320187
-5.35352220167459,-0.124869104050352,7.12919429103202,-1.95825662093023,0.0501999081705939
